001111010011000101110,001111111000010110101,001111111000010110101,0011111110000110,0011111110000110
001111010011001011010,001111111000010110111,001111111000010110111,0011111110000110,0011111110000110
001111010011010000111,001111111000010111000,001111111000010111000,0011111110000110,0011111110000110
001111010011010110011,001111111000010111010,001111111000010111010,0011111110000110,0011111110000110
001111010011011011111,001111111000010111011,001111111000010111011,0011111110000110,0011111110000110
001111010011100001100,001111111000010111100,001111111000010111100,0011111110000110,0011111110000110
001111010011100111000,001111111000010111110,001111111000010111110,0011111110000110,0011111110000110
001111010011101100101,001111111000010111111,001111111000010111111,0011111110000110,0011111110000110
001111010011110010001,001111111000011000001,001111111000011000001,0011111110000110,0011111110000110
001111010011110111110,001111111000011000010,001111111000011000010,0011111110000110,0011111110000110
001111010011111101010,001111111000011000011,001111111000011000100,0011111110000110,0011111110000110
001111010100000010110,001111111000011000110,001111111000011000101,0011111110000110,0011111110000110
001111010100001000010,001111111000011000111,001111111000011000110,0011111110000110,0011111110000110
001111010100001101111,001111111000011001000,001111111000011001000,0011111110000110,0011111110000110
001111010100010011011,001111111000011001010,001111111000011001010,0011111110000110,0011111110000110
001111010100011001000,001111111000011001011,001111111000011001011,0011111110000110,0011111110000110
001111010100011110100,001111111000011001101,001111111000011001100,0011111110000110,0011111110000110
001111010100100100000,001111111000011001110,001111111000011001110,0011111110000110,0011111110000110
001111010100101001101,001111111000011001111,001111111000011001111,0011111110000110,0011111110000110
001111010100101111001,001111111000011010001,001111111000011010001,0011111110000110,0011111110000110
001111010100101111001,001111111000011010001,001111111000011010001,0011111110000110,0011111110000110
101111010100101111001,001111110111001110010,001111110111001110010,0011111101110100,0011111101110100
101111010100101001101,001111110111001110101,001111110111001110101,0011111101110100,0011111101110100
101111010100100100000,001111110111001111000,001111110111001111000,0011111101110100,0011111101110100
101111010100011110100,001111110111001111011,001111110111001111010,0011111101110100,0011111101110100
101111010100011001000,001111110111001111110,001111110111001111101,0011111101110100,0011111101110100
101111010100010011011,001111110111001111111,001111110111001111111,0011111101110100,0011111101110100
101111010100001101111,001111110111010000010,001111110111010000010,0011111101110100,0011111101110100
101111010100001000010,001111110111010000101,001111110111010000101,0011111101110100,0011111101110100
101111010100000010110,001111110111010001000,001111110111010001000,0011111101110100,0011111101110100
101111010011111101010,001111110111010001010,001111110111010001010,0011111101110100,0011111101110100
101111010011110111110,001111110111010001101,001111110111010001101,0011111101110100,0011111101110100
101111010011110010001,001111110111010001111,001111110111010001111,0011111101110100,0011111101110100
101111010011101100101,001111110111010010011,001111110111010010010,0011111101110100,0011111101110100
101111010011100111000,001111110111010010100,001111110111010010101,0011111101110100,0011111101110100
101111010011100001100,001111110111010010111,001111110111010010111,0011111101110100,0011111101110100
101111010011011011111,001111110111010011010,001111110111010011010,0011111101110101,0011111101110101
101111010011010110011,001111110111010011101,001111110111010011100,0011111101110101,0011111101110101
101111010011010000111,001111110111010011111,001111110111010011111,0011111101110101,0011111101110101
101111010011001011010,001111110111010100010,001111110111010100010,0011111101110101,0011111101110101
101111010011000101110,001111110111010100101,001111110111010100100,0011111101110101,0011111101110101
101111010011000011000,001111110111010100110,001111110111010100110,0011111101110101,0011111101110101
101111010011000000010,001111110111010100111,001111110111010100111,0011111101110101,0011111101110101
101111010010111101100,001111110111010101001,001111110111010101000,0011111101110101,0011111101110101
101111010010111010110,001111110111010101010,001111110111010101010,0011111101110101,0011111101110101
101111010010110111111,001111110111010101011,001111110111010101011,0011111101110101,0011111101110101
101111010010110101001,001111110111010101100,001111110111010101100,0011111101110101,0011111101110101
101111010010110010011,001111110111010101110,001111110111010101110,0011111101110101,0011111101110101
101111010010101111101,001111110111010101111,001111110111010101111,0011111101110101,0011111101110101
101111010010101100110,001111110111010110001,001111110111010110000,0011111101110110,0011111101110110
101111010010101010000,001111110111010110010,001111110111010110010,0011111101110110,0011111101110110
101111010010100111010,001111110111010110011,001111110111010110011,0011111101110110,0011111101110110
101111010010100100100,001111110111010110101,001111110111010110100,0011111101110110,0011111101110110
101111010010100001110,001111110111010110110,001111110111010110110,0011111101110110,0011111101110110
101111010010011111000,001111110111010110111,001111110111010110111,0011111101110110,0011111101110110
101111010010011100010,001111110111010111001,001111110111010111000,0011111101110110,0011111101110110
101111010010011001011,001111110111010111010,001111110111010111010,0011111101110110,0011111101110110
101111010010010110101,001111110111010111100,001111110111010111011,0011111101110110,0011111101110110
101111010010010011111,001111110111010111101,001111110111010111100,0011111101110110,0011111101110110
101111010010010001001,001111110111010111110,001111110111010111110,0011111101110110,0011111101110110
101111010010001110010,001111110111010111111,001111110111010111111,0011111101110110,0011111101110110
101111010010001011100,001111110111010111111,001111110111011000000,0011111101110110,0011111101110110
101111010010001000110,001111110111011000010,001111110111011000010,0011111101110110,0011111101110110
101111010010000110000,001111110111011000011,001111110111011000011,0011111101110110,0011111101110110
101111010010000011010,001111110111011000100,001111110111011000100,0011111101110110,0011111101110110
101111010010000000100,001111110111011000101,001111110111011000110,0011111101110110,0011111101110110
101111010001111101110,001111110111011000111,001111110111011000111,0011111101110110,0011111101110110
101111010001111010111,001111110111011001001,001111110111011001000,0011111101110110,0011111101110110
101111010001111000001,001111110111011001010,001111110111011001010,0011111101110110,0011111101110110
101111010001110101011,001111110111011001011,001111110111011001011,0011111101110110,0011111101110110
101111010001110010101,001111110111011001101,001111110111011001100,0011111101110110,0011111101110110
101111010001101111110,001111110111011001110,001111110111011001110,0011111101110110,0011111101110110
101111010001101101000,001111110111011001111,001111110111011001111,0011111101110110,0011111101110110
101111010001101010010,001111110111011010001,001111110111011010000,0011111101110110,0011111101110110
101111010001100111100,001111110111011010010,001111110111011010010,0011111101110110,0011111101110110
101111010001100100110,001111110111011010100,001111110111011010011,0011111101110110,0011111101110110
101111010001100001111,001111110111011010101,001111110111011010100,0011111101110110,0011111101110110
101111010001011111010,001111110111011010110,001111110111011010110,0011111101110110,0011111101110110
101111010001011100011,001111110111011011000,001111110111011010111,0011111101110111,0011111101110110
101111010001011001101,001111110111011011001,001111110111011011000,0011111101110111,0011111101110111
101111010001010110111,001111110111011011010,001111110111011011010,0011111101110111,0011111101110111
101111010001010100001,001111110111011011011,001111110111011011011,0011111101110111,0011111101110111
